,skeleton_id,treenode_id,parent_node_id,confidence,x,y,z,radius,creator,last_edited,reviewers,tags
484,6195521,6195624,6195625,5,48136.5,65899.6,118750.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
485,6195521,6196284,6196275,5,49722.4,69731.9,118900.0,-1.0,albert,2013-07-26 20:53:11+00:00,"['aref', 'akira']",[]
486,6195521,6196285,6196284,5,49758.5,69809.8,118950.0,-1.0,albert,2013-07-26 20:53:11+00:00,"['aref', 'akira']",[]
487,6195521,6196286,6196285,5,49804.1,69958.0,119000.0,-1.0,albert,2013-07-26 20:53:13+00:00,"['aref', 'akira']",[]
488,6195521,6196287,6196286,5,49849.7,70106.2,119050.0,-1.0,albert,2013-07-26 20:53:13+00:00,"['aref', 'akira']",[]
489,6195521,6195634,6195633,5,47615.9,65405.6,118900.0,-1.0,albert,2013-07-26 20:48:58+00:00,"['aref', 'akira']",[]
490,6195521,6195633,6195651,5,47828.7,65593.7,118850.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
491,6195521,6196288,6196287,5,49910.5,70250.6,119100.0,-1.0,albert,2013-07-26 20:53:14+00:00,"['aref', 'akira']",[]
492,6195521,6195640,6195634,5,47536.1,65341.0,118950.0,-1.0,albert,2013-07-26 20:48:59+00:00,"['aref', 'akira']",['ends']
493,6195521,6196290,6196288,5,50670.5,70452.0,119150.0,-1.0,albert,2013-07-26 20:53:17+00:00,"['aref', 'akira']",[]
494,6195521,6196294,6196290,5,50032.1,70455.8,119200.0,-1.0,albert,2013-07-26 20:53:21+00:00,"['aref', 'akira']",[]
495,6195521,6195653,6195654,5,47285.3,65360.0,118700.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
496,6195521,6195652,6195653,5,47466.4,65437.9,118750.0,-1.0,albert,2013-07-26 20:52:19+00:00,[],[]
497,6195521,6195651,6195652,5,47647.6,65515.8,118800.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
498,6195521,6196295,6196294,5,50119.5,70478.6,119250.0,-1.0,albert,2013-07-26 20:53:22+00:00,"['aref', 'akira']",[]
499,6195521,6195656,6195657,5,46928.1,65238.4,118550.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
500,6195521,6195655,6195656,5,47047.2,65278.9,118600.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
501,6195521,6195654,6195655,5,47166.2,65319.5,118650.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
502,6195521,6195659,6195669,5,46783.7,65215.6,118400.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
503,6195521,6195658,6195659,5,46831.8,65223.2,118450.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
504,6195521,6195657,6195658,5,46880.0,65230.8,118500.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
505,6195521,6196297,6196295,5,50155.6,70573.6,119300.0,-1.0,albert,2013-07-26 20:53:23+00:00,"['aref', 'akira']",[]
